RelativePath,Status,Variants,DeployTrees,NewestDeploy
pos/payments/manual-provider.js,IDENTICAL,1,5,2026-06-15T00-46
pos/payments/zettle-provider.js,IDENTICAL,1,5,2026-06-15T00-46
processInstances.js,CONFLICT,2,13,2026-06-15T00-46
provisioning.js,IDENTICAL,1,13,2026-06-15T00-46
public/admin/owner-dashboard.html,CONFLICT,2,12,2026-06-11T11-54
public/assets/Egenkontrol dansk 2024.pdf,IDENTICAL,1,12,2026-06-11T11-54
public/assets/Risikoanalyse_skema_Editerbar-PDF_004.pdf,IDENTICAL,1,12,2026-06-11T11-54
public/assets/dashboard.html,IDENTICAL,1,12,2026-06-11T11-54
public/assets/egenkontrolskema/Egenkontrol dansk 2024-1.png,IDENTICAL,1,12,2026-06-11T11-54
public/assets/egenkontrolskema/Egenkontrol dansk 2024-10.png,IDENTICAL,1,12,2026-06-11T11-54
public/assets/egenkontrolskema/Egenkontrol dansk 2024-11.png,IDENTICAL,1,12,2026-06-11T11-54
public/assets/egenkontrolskema/Egenkontrol dansk 2024-12.png,IDENTICAL,1,12,2026-06-11T11-54
public/assets/egenkontrolskema/Egenkontrol dansk 2024-13.png,IDENTICAL,1,12,2026-06-11T11-54
public/assets/egenkontrolskema/Egenkontrol dansk 2024-14.png,IDENTICAL,1,12,2026-06-11T11-54
public/assets/egenkontrolskema/Egenkontrol dansk 2024-15.png,IDENTICAL,1,12,2026-06-11T11-54
public/assets/egenkontrolskema/Egenkontrol dansk 2024-16.png,IDENTICAL,1,12,2026-06-11T11-54
public/assets/egenkontrolskema/Egenkontrol dansk 2024-17.png,IDENTICAL,1,12,2026-06-11T11-54
public/assets/egenkontrolskema/Egenkontrol dansk 2024-18.png,IDENTICAL,1,12,2026-06-11T11-54
public/assets/egenkontrolskema/Egenkontrol dansk 2024-19.png,IDENTICAL,1,12,2026-06-11T11-54
public/assets/egenkontrolskema/Egenkontrol dansk 2024-2.png,IDENTICAL,1,12,2026-06-11T11-54
public/assets/egenkontrolskema/Egenkontrol dansk 2024-20.png,IDENTICAL,1,12,2026-06-11T11-54
public/assets/egenkontrolskema/Egenkontrol dansk 2024-21.png,IDENTICAL,1,12,2026-06-11T11-54
public/assets/egenkontrolskema/Egenkontrol dansk 2024-22.png,IDENTICAL,1,12,2026-06-11T11-54
public/assets/egenkontrolskema/Egenkontrol dansk 2024-23.png,IDENTICAL,1,12,2026-06-11T11-54
public/assets/egenkontrolskema/Egenkontrol dansk 2024-24.png,IDENTICAL,1,12,2026-06-11T11-54
public/assets/egenkontrolskema/Egenkontrol dansk 2024-25.png,IDENTICAL,1,12,2026-06-11T11-54
public/assets/egenkontrolskema/Egenkontrol dansk 2024-3.png,IDENTICAL,1,12,2026-06-11T11-54
public/assets/egenkontrolskema/Egenkontrol dansk 2024-4.png,IDENTICAL,1,12,2026-06-11T11-54
public/assets/egenkontrolskema/Egenkontrol dansk 2024-5.png,IDENTICAL,1,12,2026-06-11T11-54
public/assets/egenkontrolskema/Egenkontrol dansk 2024-6.png,IDENTICAL,1,12,2026-06-11T11-54
public/assets/egenkontrolskema/Egenkontrol dansk 2024-7.png,IDENTICAL,1,12,2026-06-11T11-54
public/assets/egenkontrolskema/Egenkontrol dansk 2024-8.png,IDENTICAL,1,12,2026-06-11T11-54
public/assets/egenkontrolskema/Egenkontrol dansk 2024-9.png,IDENTICAL,1,12,2026-06-11T11-54
public/assets/risikoanalyse/0001.png,IDENTICAL,1,12,2026-06-11T11-54
public/assets/risikoanalyse/0002.png,IDENTICAL,1,12,2026-06-11T11-54
public/assets/risikoanalyse/0003.png,IDENTICAL,1,12,2026-06-11T11-54
public/assets/risikoanalyse/0004.png,IDENTICAL,1,12,2026-06-11T11-54
public/assets/risikoanalyse/0005.png,IDENTICAL,1,12,2026-06-11T11-54
public/assets/risikoanalyse/0006.png,IDENTICAL,1,12,2026-06-11T11-54
public/assets/risikoanalyse/0007.png,IDENTICAL,1,12,2026-06-11T11-54
public/assets/risikoanalyse/0008.png,IDENTICAL,1,12,2026-06-11T11-54
public/assets/risikoanalyse/0009.png,IDENTICAL,1,12,2026-06-11T11-54
public/assets/risikoanalyse/0010.png,IDENTICAL,1,12,2026-06-11T11-54
public/assets/risikoanalyse/0011.png,IDENTICAL,1,12,2026-06-11T11-54
public/assets/styles.css,IDENTICAL,1,12,2026-06-11T11-54
public/companies.html,IDENTICAL,1,12,2026-06-11T11-54
public/components/header.html,CONFLICT,2,12,2026-06-11T11-54
public/components/identity-block.html,CONFLICT,2,12,2026-06-11T11-54
public/components/identity-block.js,CONFLICT,2,12,2026-06-11T11-54
public/components/modal.html,IDENTICAL,1,12,2026-06-11T11-54
public/components/module-lock.js,CONFLICT,2,12,2026-06-11T11-54
public/components/risk-analysis-card.js,CONFLICT,2,12,2026-06-11T11-54
public/components/sidebar.html,CONFLICT,3,12,2026-06-11T11-54
public/cookie-indstillinger.html,IDENTICAL,1,12,2026-06-11T11-54
public/core/ai.js,IDENTICAL,1,12,2026-06-11T11-54
public/core/app.js,IDENTICAL,1,12,2026-06-11T11-54
public/core/auth.js,CONFLICT,2,12,2026-06-11T11-54
public/core/canonicalRoutines.js,CONFLICT,2,12,2026-06-11T11-54
public/core/canonicalTasks.js,CONFLICT,2,12,2026-06-11T11-54
public/core/cooling-overlay.js,CONFLICT,2,12,2026-06-11T11-54
public/core/environment.js,CONFLICT,2,12,2026-06-11T11-54
public/core/firebase-config.js,IDENTICAL,1,12,2026-06-11T11-54
public/core/hot-holding-overlay.js,CONFLICT,3,12,2026-06-11T11-54
public/core/i18n.js,CONFLICT,2,12,2026-06-11T11-54
public/core/impersonation.js,CONFLICT,2,12,2026-06-11T11-54
public/core/layout.js,CONFLICT,2,12,2026-06-11T11-54
public/core/notifications.js,IDENTICAL,1,12,2026-06-11T11-54
public/core/prettyName.js,CONFLICT,2,12,2026-06-11T11-54
public/core/processInstances.js,CONFLICT,2,12,2026-06-11T11-54
public/core/session.js,CONFLICT,2,12,2026-06-11T11-54
public/core/taskTitleResolver.js,CONFLICT,2,12,2026-06-11T11-54
public/core/tasks.js,IDENTICAL,1,12,2026-06-11T11-54
public/create-company.html,IDENTICAL,1,12,2026-06-11T11-54
public/create-location.html,IDENTICAL,1,12,2026-06-11T11-54
public/css/akademi.css,IDENTICAL,1,12,2026-06-11T11-54
public/css/dashboard.css,CONFLICT,2,12,2026-06-11T11-54
public/css/process-cards.css,CONFLICT,2,12,2026-06-11T11-54
public/css/style.css,IDENTICAL,1,12,2026-06-11T11-54
public/dashboard.html,CONFLICT,2,12,2026-06-11T11-54
public/debug-profile.html,CONFLICT,2,12,2026-06-11T11-54
public/debug-user.html,CONFLICT,2,12,2026-06-11T11-54
public/favicon.ico,IDENTICAL,1,12,2026-06-11T11-54
public/firebase-config.json,IDENTICAL,1,12,2026-06-11T11-54
public/gdpr.html,IDENTICAL,1,12,2026-06-11T11-54
public/generate-risk.html,CONFLICT,2,12,2026-06-11T11-54
public/images/awnings/awning-base.png,IDENTICAL,1,12,2026-06-11T11-54
public/images/awnings/awning-base.svg,CONFLICT,2,12,2026-06-11T11-54
public/images/camera-control.jpg,IDENTICAL,1,12,2026-06-11T11-54
public/images/klar-til-kontrol.jpg,IDENTICAL,1,12,2026-06-11T11-54
public/images/lexi_icons/cooling-critical-red.svg,CONFLICT,2,12,2026-06-11T11-54
public/images/lexi_icons/cooling-happy-green.svg,CONFLICT,2,12,2026-06-11T11-54
public/images/lexi_icons/cooling-neutral-yellow.svg,CONFLICT,2,12,2026-06-11T11-54
public/images/lexi_icons/cooling-stressed-blue.svg,CONFLICT,2,12,2026-06-11T11-54
public/images/logo.svg,IDENTICAL,1,12,2026-06-11T11-54
public/images/nedkoeling-multi.jpg,IDENTICAL,1,12,2026-06-11T11-54
public/images/presentation.jpg,IDENTICAL,1,12,2026-06-11T11-54
public/images/presentation.png,IDENTICAL,1,12,2026-06-11T11-54
public/images/staff.png,IDENTICAL,1,12,2026-06-11T11-54
public/index.html,CONFLICT,3,12,2026-06-11T11-54
public/kontrol.html,IDENTICAL,1,12,2026-06-11T11-54
public/landing-pages/aroi-d/index.html,CONFLICT,2,12,2026-06-11T11-54
public/landing-pages/template-renderer.js,CONFLICT,2,12,2026-06-11T11-54
public/landing.html,IDENTICAL,1,12,2026-06-11T11-54
public/locations.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/accounting/bilag-godkend.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/accounting/bilag-historik.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/accounting/bilag.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/accounting/js/akademi.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/accounting/js/bilag-godkend.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/accounting/js/bilag-historik.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/accounting/js/bilag.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/admin/control-center.html,CONFLICT,2,12,2026-06-11T11-54
public/modules/akademi.html/akademi.html,CONFLICT,2,12,2026-06-11T11-54
public/modules/akademi.html/certificates.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/akademi.html/courses.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/akademi.html/quizzes.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/akademi.html/staff.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/akademi/akademi.html,CONFLICT,2,12,2026-06-11T11-54
public/modules/akademi/certificates.html,CONFLICT,2,12,2026-06-11T11-54
public/modules/akademi/courses.html,CONFLICT,2,12,2026-06-11T11-54
public/modules/akademi/index.html,ONLY_IN_DEPLOY,1,2,2026-06-11T10-39
public/modules/akademi/quizzes.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/akademi/staff.html,CONFLICT,2,12,2026-06-11T11-54
public/modules/business/vision.html,CONFLICT,2,12,2026-06-11T11-54
public/modules/core/billed-arkiv.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/crm/prospects.html,CONFLICT,2,12,2026-06-11T11-54
public/modules/drift/drift.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/drift/events.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/drift/ingredients.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/drift/menu.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/drift/purchases.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/drift/recipes.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/drift/suppliers.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/egenkontrol/afvigelser-new.html,CONFLICT,2,12,2026-06-11T11-54
public/modules/egenkontrol/afvigelser.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/egenkontrol/akademi.html,CONFLICT,2,12,2026-06-11T11-54
public/modules/egenkontrol/buildRiskAnalysisFromOnboarding.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/egenkontrol/config/branches/asiatisk.js,CONFLICT,2,12,2026-06-11T11-54
public/modules/egenkontrol/config/branches/cafe.js,CONFLICT,2,12,2026-06-11T11-54
public/modules/egenkontrol/config/branches/pizzeria.js,CONFLICT,2,12,2026-06-11T11-54
public/modules/egenkontrol/config/branches/takeaway.js,CONFLICT,2,12,2026-06-11T11-54
public/modules/egenkontrol/config/countries/dk.js,CONFLICT,2,12,2026-06-11T11-54
public/modules/egenkontrol/config/countries/it.js,CONFLICT,2,12,2026-06-11T11-54
public/modules/egenkontrol/controlDefinitionRegistry.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/egenkontrol/controlFieldRenderer.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/egenkontrol/controlLibraryHelpers.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/egenkontrol/controlLibraryOperational.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/egenkontrol/controlLibraryProgram.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/egenkontrol/controlLibraryVerification.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/egenkontrol/egenkontrol.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/egenkontrol/egenkontrolDefinitions.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/egenkontrol/egenkontrolGenerator.js,CONFLICT,2,12,2026-06-11T11-54
public/modules/egenkontrol/front.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/egenkontrol/generateControlTemplates.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/egenkontrol/generateDailyTaskInstances.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/egenkontrol/generateVerificationInstances.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/egenkontrol/generators/buildEgenkontrolProgram.js,CONFLICT,2,12,2026-06-11T11-54
public/modules/egenkontrol/generators/buildPersonalisering.js,CONFLICT,2,12,2026-06-11T11-54
public/modules/egenkontrol/generators/buildProcedurer.js,CONFLICT,2,12,2026-06-11T11-54
public/modules/egenkontrol/generators/buildSkemaer.js,CONFLICT,2,12,2026-06-11T11-54
public/modules/egenkontrol/generators/buildUnits.js,CONFLICT,2,12,2026-06-11T11-54
public/modules/egenkontrol/guideLibrary-test.js,CONFLICT,2,12,2026-06-11T11-54
public/modules/egenkontrol/guideLibrary-v2.js,CONFLICT,2,12,2026-06-11T11-54
public/modules/egenkontrol/guideLibrary.js,CONFLICT,2,12,2026-06-11T11-54
public/modules/egenkontrol/logbooks.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/egenkontrol/luk-dag.html,CONFLICT,2,12,2026-06-11T11-54
public/modules/egenkontrol/onboarding.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/egenkontrol/onboardingGenerator.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/egenkontrol/onboardingPresets.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/egenkontrol/onboardingService.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/egenkontrol/process-dashboard.js,CONFLICT,2,12,2026-06-11T11-54
public/modules/egenkontrol/process-section.html,CONFLICT,2,12,2026-06-11T11-54
public/modules/egenkontrol/rapport-view.html,CONFLICT,2,12,2026-06-11T11-54
public/modules/egenkontrol/rapporter-list.html,CONFLICT,2,12,2026-06-11T11-54
public/modules/egenkontrol/rapporter.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/egenkontrol/restaurantTypeProfiles.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/egenkontrol/risikoanalyse.html,CONFLICT,2,12,2026-06-11T11-54
public/modules/egenkontrol/risk-analysis-library.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/egenkontrol/riskAnalysisBuilder.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/egenkontrol/riskAnalysisControlMap.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/egenkontrol/riskAnalysisHtmlRenderer.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/egenkontrol/riskAnalysisMasterLibrary.js,CONFLICT,2,12,2026-06-11T11-54
public/modules/egenkontrol/riskAnalysisService.js,CONFLICT,2,12,2026-06-11T11-54
public/modules/egenkontrol/riskAnalysisStyles.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/egenkontrol/riskToRoutineTransformer.js,CONFLICT,2,12,2026-06-11T11-54
public/modules/egenkontrol/runEgenkontrolForToday.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/egenkontrol/rutiner-cooling-ui.js,CONFLICT,2,12,2026-06-11T11-54
public/modules/egenkontrol/rutiner.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/egenkontrol/seedEgenkontrolPrograms.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/egenkontrol/services/egenkontrolService.js,CONFLICT,2,12,2026-06-11T11-54
public/modules/egenkontrol/start-dag.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/egenkontrol/syncAndGenerateEgenkontrolForDate.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/egenkontrol/syncControlTemplatesToFirestore.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/egenkontrol/test-risk-to-routine.js,ONLY_IN_DEPLOY,2,12,2026-06-11T11-54
public/modules/egenkontrol/units.html,CONFLICT,2,12,2026-06-11T11-54
public/modules/egenkontrol/view-haccp.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/i18n/INTEGRATION_GUIDE.md,CONFLICT,2,12,2026-06-11T11-54
public/modules/i18n/README.md,CONFLICT,2,12,2026-06-11T11-54
public/modules/i18n/da.js,CONFLICT,2,12,2026-06-11T11-54
public/modules/i18n/en.js,CONFLICT,2,12,2026-06-11T11-54
public/modules/i18n/index.js,CONFLICT,2,12,2026-06-11T11-54
public/modules/i18n/language-switcher.js,CONFLICT,2,12,2026-06-11T11-54
public/modules/i18n/rtl.css,CONFLICT,2,12,2026-06-11T11-54
public/modules/kalkulation/index.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/kalkulation/kalkulation.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/kalkulation/menukort.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/kalkulation/udbringning.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/lager/dashboard.html,CONFLICT,2,12,2026-06-11T11-54
public/modules/lager/profit-dashboard.html,CONFLICT,2,12,2026-06-11T11-54
public/modules/lager/scanner.html,CONFLICT,2,12,2026-06-11T11-54
public/modules/menu/events.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/menu/ingredients.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/menu/menu.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/menu/purchases.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/menu/recipes.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/menu/suppliers.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/platform/unified-core-schema.json,IDENTICAL,1,12,2026-06-11T11-54
public/modules/platform/unified-core.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/platform/unified-core.js,IDENTICAL,1,12,2026-06-11T11-54
public/modules/projectbase/project-status-v1.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/projectbase/project-status-v2.html,IDENTICAL,1,12,2026-06-11T11-54
public/modules/sensorer/sensorer.js,IDENTICAL,1,12,2026-06-11T11-54
